household_id,district,latitude,longitude,distribution_date,household_size,baseline_fuel_kg_person_week,distance_to_market_km,elevation_m,usage_month_1,usage_month_2,usage_month_3,usage_month_4,usage_month_5,usage_month_6,avg_usage,fuel_reduction_pct,is_at_risk
HH-00795,Nyabihu,-1.643259,29.470857,2024-03-18,5.0,7.0,3.9,2140,29.1,29.0,37.4,35.0,28.7,27.7,31.149999999999995,-3.4499999999999993,1
HH-03164,Burera,-1.435173,29.787613,2023-08-09,3.0,7.9,3.6,2171,19.8,21.6,26.0,19.9,22.1,23.8,22.200000000000003,-1.8101265822784813,1
HH-07941,Musanze,-1.540565,29.634863,2024-01-29,4.0,9.5,3.4,1774,20.0,18.7,21.1,20.2,18.3,14.6,18.816666666666666,-0.9807017543859649,1
HH-03182,Musanze,-1.499191,29.570776,2023-04-18,4.0,9.29974689951911,5.7,1662,27.28855670103093,33.8,34.6,29.4,30.2,35.8,31.848092783505155,-2.4246193071288875,1
HH-00764,Rulindo,-1.784542,29.963846,2023-03-25,5.0,8.9,16.6,1964,37.8,41.1,34.5,34.4,48.1,37.0,38.81666666666667,-3.361423220973783,1
HH-03079,Nyabihu,-1.613411,29.468736,2023-08-06,5.0,11.8,1.7,2362,26.5,30.5,30.3,23.3,29.4,20.1,26.683333333333334,-1.2612994350282485,1
HH-00812,Rulindo,-1.714489,30.05366,2023-04-04,8.0,9.5,1.0,1813,68.9,-80.3,72.6,71.6,68.5,26.51715206185567,37.96952534364261,-2.996792141436064,1
HH-07260,Musanze,-1.524866,29.64688,2023-03-05,4.0,8.0,2.8,1614,32.6,27.1,31.0,28.9,32.6,27.1,29.88333333333333,-2.735416666666666,1
HH-06932,Nyabihu,-1.575684,29.537545,2024-02-14,6.0,10.6,2.3,2580,54.8,52.3,49.3,52.7,61.1,48.1,53.050000000000004,-4.004716981132076,1
HH-01619,Burera,-1.432723,29.744194,2023-11-24,3.0,10.3,0.8,1816,23.4,27.6,23.9,31.1,28.9,29.8,27.450000000000003,-1.6650485436893205,1
HH-06827,Nyabihu,-1.601857,29.481875,2024-06-03,5.0,12.0,10.5,2390,29.8,29.5,36.2,28.0,27.4,22.8,28.950000000000003,-1.4125000000000003,1
HH-01043,Musanze,-1.531568,29.694394,2024-06-23,6.0,7.1,0.6,1772,22.9,21.9,19.2,24.1,20.1,18.7,21.15,-1.9788732394366197,1
HH-05319,Nyabihu,-1.572406,29.502174,2024-01-07,3.0,8.7,3.5,2194,21.5,26.7,24.0,23.0,21.0,22.9,23.183333333333334,-1.6647509578544064,1
HH-04795,Musanze,-1.541447,29.699438,2023-08-10,4.0,10.9,13.4,1881,31.7,40.9,46.1,46.7,37.5,41.7,40.76666666666666,-2.74006116207951,1
HH-00488,Musanze,-1.499922,29.607333,2023-01-19,5.0,6.2,2.3,1970,16.1,13.1,13.5,16.8,11.7,12.5,13.950000000000001,-1.25,1
HH-01018,Burera,-1.429936,29.706486,2024-02-18,4.0,7.9,5.1,1759,26.5,27.7,28.4,24.2,31.4,33.7,28.649999999999995,-2.6265822784810116,1
HH-02816,Rulindo,-1.720567,30.1,2023-08-08,3.0,10.9,1.7,1925,14.1,16.4,16.6,15.2,13.5,12.6,14.733333333333333,-0.3516819571865442,1
HH-02717,Burera,-1.485891,29.845396,2023-08-05,3.0,7.7,1.9,2050,10.1,14.4,11.3,10.8,10.4,12.5,11.583333333333334,-0.5043290043290044,1
HH-05364,Rulindo,-1.720341,29.96848,2024-03-31,6.0,7.7,1.0,1555,22.7,20.0,17.1,23.4,19.7,20.0,20.483333333333334,-1.6601731601731604,1
HH-02930,Musanze,-1.493879,29.638685,2023-06-20,5.0,12.5,13.6,1848,49.9,49.3,60.8,53.4,60.4,49.3,53.85,-3.3080000000000003,1
HH-03363,Rulindo,-1.718059,30.033445,2024-01-09,5.0,6.1,3.6,2052,28.9,25.3,30.9,33.0,31.4,25.1,29.099999999999998,-3.7704918032786887,1
HH-05166,Gakenke,-1.679227,29.823159,2024-01-29,5.0,7.8,1.7,2148,22.6,13.8,17.0,15.7,22.2,15.4,17.783333333333335,-1.27991452991453,1
HH-01076,Musanze,-1.537986,29.648151,2023-10-22,3.0,11.5,1.7,1971,20.3,16.4,12.0,19.7,15.5,16.7,16.76666666666667,-0.45797101449275385,1
HH-06399,Musanze,-1.454069,29.646413,2023-09-07,5.0,4.9,10.2,2127,24.0,23.9,20.7,19.4,23.6,20.8,22.066666666666666,-3.503401360544217,1
HH-04982,Musanze,-1.452269,29.60854,2023-01-11,5.0,10.9,4.0,1776,24.8,27.3,24.8,29.1,29.0,28.5,27.25,-1.5,1
HH-06229,Rulindo,-1.721707,30.058463,2024-06-13,6.0,11.6,1.7,1908,43.7,31.7,26.6,31.1,31.0,36.1,33.36666666666667,-1.8764367816091954,1
HH-02922,Rulindo,-1.776029,30.075948,2023-06-01,4.0,7.3,0.5,2135,14.1,14.6,15.7,14.0,15.9,10.8,14.183333333333332,-0.9429223744292236,1
HH-04020,Musanze,-1.528006,29.586886,2023-12-17,5.0,10.1,3.2,1973,25.2,21.7,25.6,18.9,28.0,25.2,24.099999999999998,-1.386138613861386,1
HH-04332,Nyabihu,-1.628357,29.518454,2024-02-19,4.0,9.7,1.2,2579,27.28855670103093,36.9,29.3,36.1,39.4,30.7,33.28142611683849,-2.43107485740603,1
HH-07000,Burera,-1.43514,29.700728,2023-10-26,2.0,10.3,1.1,1952,18.1,17.4,17.9,17.2,16.8,18.7,17.683333333333334,-0.7168284789644012,1
HH-01323,Gakenke,-1.609704,29.755893,2023-08-08,2.0,9.1,1.3,2191,16.6,16.5,13.4,15.5,16.3,15.5,15.633333333333333,-0.717948717948718,1
HH-07732,Nyabihu,-1.556953,29.545256,2023-09-14,4.0,12.2,11.5,2446,24.9,23.6,26.9,25.9,19.0,27.4,24.61666666666667,-1.0177595628415306,1
HH-02253,Rulindo,-1.72579,30.047079,2023-08-26,5.0,7.6,1.0,2042,18.4,23.3,17.8,15.9,18.8,15.7,18.316666666666666,-1.4100877192982457,1
HH-06655,Musanze,-1.535144,29.593792,2023-11-13,5.0,7.5,8.0,2145,22.2,23.8,18.8,18.0,17.1,19.3,19.866666666666667,-1.6488888888888888,1
HH-07245,Musanze,-1.514935,29.684167,2023-09-25,5.0,9.1,2.2,1956,33.8,42.2,39.8,39.2,46.0,38.0,39.833333333333336,-3.3772893772893777,1
HH-00867,Nyabihu,-1.567764,29.493119,2024-06-13,4.0,7.1,2.3,2290,25.2,26.9,28.0,26.4,23.4,31.0,26.816666666666666,-2.7769953051643195,1
HH-05592,Burera,-1.475899,29.84527,2023-10-11,4.0,11.0,14.9,1834,21.7,25.3,22.2,20.4,23.1,19.8,22.083333333333332,-1.0075757575757576,1
HH-02466,Nyabihu,-1.578373,29.512017,2024-06-02,6.0,11.7,16.8,2343,62.6,50.8,55.5,53.2,58.4,62.7,57.199999999999996,-3.8888888888888893,1
HH-00466,Musanze,-1.467266,29.575018,2023-01-02,5.0,4.2,2.1,1809,12.3,10.0,9.8,9.1,8.0,10.9,10.016666666666667,-1.384920634920635,1
HH-02883,Nyabihu,-1.600674,29.530851,2023-07-31,5.0,8.0,4.0,2427,22.0,21.7,23.2,21.1,14.2,19.0,20.2,-1.525,1
HH-04962,Nyabihu,-1.620652,29.453507,2023-03-04,6.0,12.6,5.4,2295,59.4,27.053943298969074,63.7,75.7,54.2,81.2,60.20899054982817,-3.778491313478426,1
HH-07043,Burera,-1.426379,29.834357,2024-06-08,2.0,11.5,8.6,2173,19.6,17.7,18.6,22.0,21.7,19.6,19.86666666666667,-0.7275362318840584,1
HH-06241,Gakenke,-1.745753,29.788498,2024-05-27,5.0,9.3,1.0,2041,20.4,16.8,17.1,23.4,19.1,19.8,19.433333333333334,-1.089605734767025,1
HH-05448,Burera,-1.4544,29.831089,2024-06-14,4.0,8.7,2.2,1718,19.7,15.8,15.4,17.2,13.4,11.4,15.483333333333334,-0.7796934865900386,1
HH-01503,Nyabihu,-1.599157,29.465071,2023-02-04,3.0,9.8,2.0,2451,22.5,26.9,26.2,26.805824742268044,25.1,27.6,25.850970790378003,-1.6378541622834695,1
HH-03916,Musanze,-1.529878,29.689706,2023-12-24,5.0,11.0,3.3,1952,30.6,32.0,28.6,26.3,21.4,27.2,27.683333333333334,-1.5166666666666666,1
HH-03263,Musanze,-1.506337,29.570184,2024-01-13,4.0,10.5,1.9,1860,41.4,30.5,44.3,38.6,37.9,41.6,39.050000000000004,-2.7190476190476196,1
HH-00264,Burera,-1.48319,29.751817,2024-02-15,4.0,6.8,7.9,1899,22.5,24.6,22.7,24.2,27.0,21.8,23.8,-2.5,1
HH-03807,Musanze,-1.481253,29.559072,2024-06-23,7.0,7.5,2.4,1658,50.2,44.8,45.7,26.805824742268044,43.8,49.6,43.48430412371135,-4.797907216494846,1
HH-04085,Nyabihu,-1.644725,29.532834,2024-05-07,4.0,8.2,4.6,2475,25.0,29.3,26.3,26.4,32.8,24.5,27.383333333333336,-2.339430894308944,1
HH-07840,Gakenke,-1.602937,29.843999,2023-05-09,4.0,9.1,5.2,1856,37.4,29.1,30.7,36.3,31.2,28.2,32.15,-2.532967032967033,1
HH-01812,Rulindo,-1.745203,30.082609,2023-09-02,4.0,5.7,1.0,1970,11.3,12.1,8.7,9.8,10.4,11.5,10.633333333333331,-0.8654970760233913,1
HH-01145,Musanze,-1.532908,29.600626,2024-05-27,3.0,6.0,2.4,1964,6.6,9.1,8.9,9.8,8.2,6.4,8.166666666666668,-0.3611111111111113,1
HH-05828,Nyabihu,-1.620628,29.470001,2023-08-02,4.0,8.0,2.2,2414,29.5,25.8,29.6,32.0,27.8,30.7,29.233333333333334,-2.654166666666667,1
HH-02150,Rulindo,-1.727315,30.022235,2023-05-20,6.0,9.8,0.8,1895,36.5,30.9,33.8,26.3,24.5,26.2,29.7,-2.030612244897959,1
HH-03930,Nyabihu,-1.602632,29.503217,2023-04-20,5.0,8.2,5.3,2323,17.4,20.8,22.5,17.8,16.7,16.9,18.683333333333334,-1.2784552845528458,1
HH-06320,Nyabihu,-1.637521,29.524424,2024-02-13,5.0,10.7,1.6,2289,50.0,41.3,43.8,54.9,42.5,47.3,46.63333333333333,-3.3582554517133962,1
HH-03291,Nyabihu,-1.634374,29.513433,2024-06-21,4.0,5.0,1.2,2462,15.8,18.2,21.9,19.8,16.6,20.4,18.783333333333335,-2.756666666666667,1
HH-00683,Nyabihu,-1.633825,29.484947,2023-09-04,7.0,7.7,1.7,2485,26.1,27.7,22.4,28.5,25.5,25.3,25.916666666666668,-2.365800865800866,1
HH-02841,Musanze,-1.55,29.586763,2023-08-17,5.0,7.8,1.0,1788,17.6,20.0,17.6,15.3,17.6,19.2,17.883333333333333,-1.2927350427350426,1
HH-01003,Gakenke,-1.621798,29.836821,2023-12-24,5.0,7.8,2.6,2055,39.4,37.1,32.8,32.5,29.3,34.0,34.18333333333334,-3.382478632478633,1
HH-06756,Musanze,-1.47898,29.573188,2023-07-04,4.0,9.6,1.5,1966,29.2,40.7,36.4,37.6,38.8,41.7,37.4,-2.895833333333333,1
HH-05130,Gakenke,-1.69376,29.859878,2023-10-22,3.0,8.9,0.9,1920,22.0,21.1,23.7,27.6,19.6,25.9,23.316666666666666,-1.6198501872659175,1
HH-04291,Burera,-1.499253,29.828741,2023-06-28,5.0,9.2,5.6,1999,23.5,27.053943298969074,18.4,24.9,20.6,16.9,21.892323883161513,-1.3796004220827733,1
HH-02174,Gakenke,-1.608674,29.88242,2024-04-26,4.0,9.3,2.9,2028,29.7,27.053943298969074,32.0,31.5,30.0,29.3,29.92565721649485,-2.2178126039241772,1
HH-00484,Burera,-1.475929,29.751817,2023-09-04,3.0,7.8,4.0,2084,25.1,22.5,22.3,21.2,18.0,23.2,22.05,-1.8269230769230769,1
HH-03814,Burera,-1.446568,29.820777,2023-12-13,4.0,10.5,2.3,1949,16.5,19.1,21.3,21.1,17.9,16.8,18.783333333333335,-0.7888888888888891,1
HH-04415,Musanze,-1.46074,29.567162,2023-11-12,5.0,8.7,2.8,1952,21.1,19.2,21.8,22.7,18.9,21.2,20.816666666666666,-1.3927203065134102,1
HH-00519,Gakenke,-1.741371,29.821733,2023-03-24,5.0,9.8,0.8,1943,50.9,44.6,48.2,44.2,49.0,41.9,46.46666666666666,-3.7414965986394546,1
HH-06989,Nyabihu,-1.631469,29.51794,2023-06-14,4.0,9.8,4.3,2284,20.7,19.8,20.3,20.7,19.2,14.1,19.133333333333333,-0.9523809523809522,1
HH-01346,Musanze,-1.454608,29.636653,2023-02-16,6.0,9.9,2.5,1675,24.3,31.7,23.4,31.5,31.3,29.8,28.66666666666667,-1.8956228956228962,1
HH-00697,Musanze,-1.495231,29.577479,2025-06-15,6.0,8.7,3.5,2074,21.1,27.5,23.9,27.7,22.4,23.3,24.316666666666666,-1.7950191570881229,1
HH-01010,Burera,-1.443414,29.785384,2024-03-30,6.0,9.6,0.5,1784,54.9,44.6,54.3,51.7,59.4,52.5,52.9,-4.510416666666667,1
HH-06318,Burera,-1.41775,29.709406,2024-02-03,6.0,7.1,4.6,1721,24.7,19.6,20.9,19.9,17.8,15.6,19.749999999999996,-1.78169014084507,1
HH-06596,Musanze,-1.503183,29.636361,2023-05-28,6.0,7.3,3.8,1864,24.2,21.9,18.7,25.6,18.9,24.0,22.21666666666667,-2.04337899543379,1
HH-02771,Nyabihu,-1.55,29.502088,2024-05-17,6.0,6.6,6.4,2446,34.5,34.9,28.7,32.0,33.4,32.1,32.6,-3.9393939393939394,1
HH-01075,Gakenke,-1.631505,29.86084,2023-04-06,4.0,6.4,6.4,2050,13.7,14.4,11.7,11.7,8.9,9.9,11.716666666666667,-0.8307291666666666,1
HH-01340,Nyabihu,-1.633904,29.495824,2023-06-20,2.0,11.7,6.0,2477,13.5,10.8,11.5,12.3,26.663943298969073,12.2,14.493990549828178,-0.23880261109642553,1
HH-02987,Nyabihu,-1.643397,29.507326,2023-06-10,3.0,10.3,2.2,2477,25.3,30.9,27.7,24.1,24.6,30.7,27.216666666666665,-1.6423948220064721,1
HH-07710,Rulindo,-1.789629,30.064801,2023-04-28,2.0,7.9,7.2,1823,7.9,8.1,7.4,6.6,5.3,8.6,7.316666666666666,0.07383966244725745,1
HH-06748,Nyabihu,-1.599689,29.465894,2024-02-06,2.0,6.6,1.0,2732,9.8,10.9,11.7,11.1,9.8,14.2,11.250000000000002,-0.7045454545454549,1
HH-04422,Gakenke,-1.685459,29.865713,2024-05-29,5.0,12.5,4.0,1857,45.1,57.5,65.9,67.6,61.8,64.0,60.31666666666666,-3.825333333333333,1
HH-03393,Gakenke,-1.647596,29.849858,2023-07-20,5.0,9.9,2.2,1870,39.2,48.9,40.7,40.5,39.4,52.6,43.550000000000004,-3.3989898989898992,1
HH-01484,Nyabihu,-1.609846,29.539503,2023-12-27,5.0,8.0,8.1,2404,18.5,21.3,17.0,14.0,16.3,15.1,17.03333333333333,-1.1291666666666664,1
HH-04862,Rulindo,-1.724886,30.013709,2023-02-03,4.0,4.0,3.0,1866,8.9,7.4,8.8,6.0,8.6,6.8,7.75,-0.9375,1
HH-01935,Rulindo,-1.751181,30.082719,2024-06-08,5.0,7.4,5.9,1951,35.5,27.4,34.8,33.5,34.4,33.2,33.13333333333333,-3.4774774774774775,1
HH-01035,Nyabihu,-1.6343,29.520893,2023-09-10,4.0,7.8,13.2,2298,32.9,29.2,25.2,30.5,31.8,21.8,28.566666666666666,-2.6623931623931623,1
HH-05485,Rulindo,-1.763534,30.088433,2023-06-03,2.0,7.2,13.2,1916,6.3,7.3,5.5,7.4,7.8,5.5,6.633333333333333,0.07870370370370379,1
HH-02479,Nyabihu,-1.585498,29.510853,2023-01-07,6.0,8.4,6.9,2403,43.1,49.7,46.6,42.7,39.1,45.0,44.366666666666674,-4.2817460317460325,1
HH-00350,Burera,-1.416809,29.813555,2023-11-01,6.0,4.2,3.3,1868,24.5,20.6,26.95904639175258,23.7,21.0,21.9,23.1098410652921,-4.5023431107838325,1
HH-04394,Nyabihu,-1.562932,29.454973,2023-12-26,3.0,10.2,2.1,2363,13.4,13.9,14.8,12.9,15.2,14.6,14.133333333333333,-0.3856209150326798,1
HH-04353,Musanze,-1.510574,29.658983,2023-10-07,5.0,7.2,1.7,2193,20.3,15.6,18.4,15.7,16.2,20.9,17.849999999999998,-1.4791666666666665,1
HH-07558,Burera,-1.491341,29.750842,2024-01-14,4.0,9.2,3.0,1894,32.5,39.4,33.8,31.9,32.7,26.6,32.81666666666667,-2.567028985507247,1
HH-01062,Gakenke,-1.682556,29.869758,2023-04-06,4.0,7.6,14.0,1684,27.5,25.7,31.6,26.1,28.6,21.4,26.816666666666666,-2.528508771929825,1
HH-00880,Musanze,-1.542299,29.604505,2023-12-25,5.0,6.6,3.4,1765,12.6,16.0,13.7,14.4,19.6,15.9,15.366666666666667,-1.3282828282828285,1
HH-05603,Nyabihu,-1.57712,29.507402,2024-03-05,4.0,8.4,2.1,2392,25.6,27.9,30.9,26.805824742268044,28.7,25.9,27.634304123711342,-2.2897981099656355,1
HH-02543,Rulindo,-1.719347,29.996068,2023-11-11,3.0,9.8,0.5,1664,13.2,14.3,15.9,26.805824742268044,12.4,26.51715206185567,18.187162800687286,-0.8558329388456413,1
HH-06424,Musanze,-1.469249,29.606828,2024-04-19,4.0,5.8,22.5,1895,19.0,19.6,22.6,18.1,22.9,23.9,21.01666666666667,-2.623563218390805,1
HH-06745,Burera,-1.405005,29.767102,2024-02-09,5.0,0.2,1.6,2153,19.6,18.1,22.3,17.4,21.9,16.0,19.21666666666667,-95.08333333333334,1
HH-01851,Musanze,-1.48949,29.577151,2024-03-04,5.0,10.0,14.5,1932,37.0,46.3,46.8,44.9,47.9,43.3,44.36666666666667,-3.4366666666666665,1
HH-05403,Gakenke,-1.724787,29.833425,2024-03-28,3.0,9.3,2.0,2199,28.7,29.1,23.4,27.1,23.9,21.2,25.566666666666663,-1.7491039426523292,1
HH-01678,Musanze,-1.549483,29.646631,2024-04-03,6.0,9.8,3.9,1723,24.4,30.4,30.6,27.8,26.663943298969073,25.4,27.54399054982818,-1.810611280594712,1
HH-01836,Rulindo,-1.77226,30.093754,2023-04-20,1.0,7.0,7.0,2096,5.4,5.5,5.6,6.7,26.663943298969073,5.1,9.160657216494846,-0.3086653166421208,1
HH-07112,Gakenke,-1.602463,29.799568,2023-11-29,5.0,6.5,3.4,2203,18.0,13.5,14.7,12.8,12.2,13.9,14.183333333333335,-1.1820512820512823,1
HH-04953,Musanze,-1.479784,29.677481,2023-05-30,4.0,8.8,4.2,1802,17.4,14.4,17.4,13.4,11.7,17.6,15.316666666666668,-0.7405303030303031,1
HH-04705,Musanze,-1.472675,29.559684,2023-03-17,3.0,8.9,1.9,1890,9.8,12.3,10.8,10.9,10.6,14.7,11.516666666666667,-0.29400749063670417,1
HH-05200,Musanze,-1.457053,29.605061,2023-03-10,5.0,11.8,4.4,1969,59.3,54.3,47.8,48.8,54.8,49.9,52.48333333333333,-3.447740112994349,1
HH-00458,Musanze,-1.49089,29.622284,2023-12-06,6.0,11.5,1.8,1919,35.7,25.6,36.1,25.5,36.8,31.8,31.916666666666668,-1.7753623188405798,1
HH-04648,Musanze,-1.498698,29.586154,2023-05-01,6.0,10.5,5.4,1831,36.1,29.2,43.1,33.4,42.8,38.9,37.25000000000001,-2.5476190476190483,1
HH-06508,Gakenke,-1.747526,29.808525,2023-06-03,2.0,9.2,7.5,2023,11.4,8.3,10.0,8.7,8.3,6.9,8.933333333333334,0.02898550724637671,1
HH-03183,Musanze,-1.494478,29.66374,2024-05-24,6.0,5.6,4.5,1890,28.8,27.9,30.1,35.0,23.8,35.6,30.200000000000003,-4.392857142857143,1
HH-05338,Burera,-1.402564,29.8329,2023-06-02,5.0,11.0,7.4,1772,25.0,27.053943298969074,27.4,21.4,25.7,23.5,25.008990549828184,-1.2735445954389257,1
HH-01946,Burera,-1.477798,29.750558,2023-02-17,5.0,6.6,1.3,1830,13.2,18.8,15.4,15.4,16.0,13.0,15.299999999999999,-1.3181818181818181,1
HH-06125,Rulindo,-1.740056,30.011564,2023-04-09,4.0,6.7,6.6,1877,11.1,14.9,13.2,10.7,11.4,11.6,12.15,-0.8134328358208955,1
HH-03264,Nyabihu,-1.615182,29.466818,2024-02-11,5.0,9.1,25.0,2212,44.0,43.8,45.9,38.7,37.3,47.7,42.9,-3.714285714285714,1
HH-06523,Rulindo,-1.770068,29.998776,2024-05-07,4.0,7.5,7.5,1995,29.7,30.1,25.8,30.0,22.8,28.2,27.766666666666666,-2.7022222222222223,1
HH-06522,Nyabihu,-1.590532,29.510422,2023-10-07,3.0,9.9,6.2,2543,13.3,13.2,12.1,14.6,14.2,12.6,13.333333333333334,-0.34680134680134683,1
HH-06703,Musanze,-1.525282,29.603233,2024-04-13,4.0,12.4,6.6,1962,42.9,45.1,38.5,37.7,43.6,49.6,42.9,-2.4596774193548385,1
HH-02989,Rulindo,-1.75886,30.038739,2024-02-21,4.0,9.9,2.1,1586,38.0,29.1,35.2,32.9,38.6,33.8,34.599999999999994,-2.4949494949494944,1
HH-07021,Burera,-1.407593,29.769417,2023-03-28,3.0,8.8,2.5,1849,24.2,22.5,26.3,28.5,23.3,27.1,25.316666666666666,-1.8768939393939392,1
HH-01551,Gakenke,-1.637813,29.810746,2024-04-26,3.0,11.8,3.2,2114,27.7,27.053943298969074,31.6,29.6,33.4,36.6,30.992323883161514,-1.6264681256916536,1
HH-02165,Burera,-1.403092,29.720475,2023-09-07,4.0,9.3,9.2,1689,33.2,32.3,31.6,36.6,30.2,35.5,33.23333333333333,-2.5734767025089598,1
HH-00587,Nyabihu,-1.576059,29.528103,2023-08-02,3.0,8.8,7.4,2633,13.9,12.0,15.4,11.1,11.0,10.8,12.366666666666667,-0.4053030303030302,1
HH-02406,Burera,-1.468752,29.750353,2023-01-05,5.0,7.9,2.0,1912,21.7,27.053943298969074,16.5,18.6,22.5,15.5,20.30899054982818,-1.570758297446605,1
HH-06801,Nyabihu,-1.582478,29.483168,2023-06-14,3.0,11.0,1.1,2203,29.4,26.6,30.7,23.0,28.3,33.1,28.516666666666666,-1.5924242424242423,1
HH-03429,Gakenke,-1.677396,29.754912,2024-04-17,4.0,0.5,4.4,2222,15.0,27.053943298969074,19.3,17.9,-23.8,16.6,12.008990549828178,-23.017981099656357,1
HH-02610,Nyabihu,-1.621543,29.525956,2023-01-18,4.0,7.9,3.8,2429,18.2,15.9,15.9,11.1,10.8,12.7,14.100000000000001,-0.7848101265822786,1
HH-03657,Musanze,-1.543598,29.677112,2024-01-13,6.0,9.4,1.2,1930,22.2,30.1,24.0,24.1,30.9,22.9,25.700000000000003,-1.7340425531914898,1
HH-03215,Musanze,-1.48409,29.617453,2023-04-22,0.0,7.5,3.2,1814,21.5,19.5,21.4,16.2,21.0,20.2,19.966666666666665,-1.662222222222222,1
HH-03535,Musanza,-1.52887,29.656656,2023-04-16,4.0,12.8,8.5,1852,23.4,28.2,24.0,25.5,24.9,24.7,25.116666666666664,-0.962239583333333,1
HH-03287,Musanze,-1.522639,29.552457,2023-12-05,10.0,11.2,1.4,1726,101.9,92.2,119.6,98.5,118.9,92.2,103.88333333333334,-8.27529761904762,1
